Symbol,Name,Country,Sector,Industry
BARK,BARK Inc. Class A Common Stock,,Consumer Discretionary,Department/Specialty Retail Stores
BAX,Baxter International Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
BB,BlackBerry Limited Common Stock,Canada,Technology,Computer Software: Prepackaged Software
BBAI,BigBear.ai Inc. Common Stock,,Technology,EDP Services
BBAR,Banco BBVA Argentina S.A. ADS,Argentina,Finance,Commercial Banks
BBD,Banco Bradesco Sa American Depositary Shares,Brazil,Finance,Major Banks
BBDC,Barings BDC Inc. Common Stock,United States,Finance,Diversified Financial Services
BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),Brazil,Finance,Major Banks
BBN,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,United States,Finance,Finance Companies
BBU,Brookfield Business Partners L.P. Limited Partnership Units ,,Consumer Discretionary,Engineering & Construction
BBUC,Brookfield Business Corporation Class A Exchangeable Subordinate Voting Shares,,,
BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,Spain,Finance,Commercial Banks
BBW,Build-A-Bear Workshop Inc. Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
BBWI,Bath & Body Works Inc.,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
BBY,Best Buy Co. Inc. Common Stock,United States,Consumer Discretionary,Consumer Electronics/Video Chains
BC,Brunswick Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
BC^A,Brunswick Corporation 6.500% Senior Notes due 2048,United States,,
BC^B,Brunswick Corporation 6.625% Senior Notes due 2049,United States,,
BC^C,Brunswick Corporation 6.375% Notes due 2049,United States,,
BCAT,BlackRock Capital Allocation Term Trust Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
BCC,Boise Cascade L.L.C. Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
BCE,BCE Inc. Common Stock,Canada,Telecommunications,Telecommunications Equipment
BCH,Banco De Chile ADS,Chile,Finance,Commercial Banks
BCO,Brinks Company (The) Common Stock,United States,Consumer Discretionary,Oil Refining/Marketing
BCS,Barclays PLC Common Stock,United Kingdom,Finance,Commercial Banks
BCSF,Bain Capital Specialty Finance Inc. Common Stock,United States,Finance,Finance/Investors Services
BCX,BlackRock Resources Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
BDC,Belden Inc Common Stock,United States,Industrials,Telecommunications Equipment
BDJ,Blackrock Enhanced Equity Dividend Trust,United States,Finance,Finance Companies
BDN,Brandywine Realty Trust Common Stock,United States,Real Estate,Real Estate Investment Trusts
BDX,Becton Dickinson and Company Common Stock,United States,Health Care,Medical/Dental Instruments
BE,Bloom Energy Corporation Class A Common Stock,United States,Energy,Industrial Machinery/Components
BEDU,Bright Scholar Education Holdings Limited American Depositary Shares each  representing four Class A Ordinary Share,China,Consumer Discretionary,Educational Services
BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),China,Finance,Real Estate
BEN,Franklin Resources Inc. Common Stock,United States,Finance,Investment Managers
BEP,Brookfield Renewable Partners L.P. ,Canada,Utilities,Electric Utilities: Central
BEP^A,Brookfield Renewable Partners L.P. 5.25% Class A Preferred Limited Partnership Units Series 17,Canada,,
BEPC,Brookfield Renewable Corporation Class A Subordinate Voting Shares ,United States,,
BEPH,Brookfield BRP Holdings (Canada) Inc. 4.625% Perpetual Subordinated Notes,Canada,,
BEPI,Brookfield BRP Holdings (Canada) Inc. 4.875% Perpetual Subordinated Notes,Canada,,
BERY,Berry Global Group Inc. Common Stock,United States,Industrials,Plastic Products
BEST,BEST Inc. American Depositary Shares each representing twenty (20) Class A Ordinary Shares,Cayman Islands,,
BF/A,Brown Forman Corporation,United States,,
BF/B,Brown Forman Corporation,United States,,
BFAC,Battery Future Acquisition Corp. Class A Ordinary Shares,,Finance,Blank Checks
BFAM,Bright Horizons Family Solutions Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
BFH,Bread Financial Holdings Inc. Common Stock,United States,Consumer Discretionary,Business Services
BFK,BlackRock Municipal Income Trust,United States,Finance,Finance Companies
BFLY,Butterfly Network Inc. Class A Common Stock,United States,Health Care,Medical Electronics
BFS,Saul Centers Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
BFS^D,Saul Centers Inc. Depositary Shares each representing 1/100th of a share of 6.125% Series D Cumulative Redeemable Preferred Stock,United States,,
BFS^E,Saul Centers Inc. Depositary shares each representing a 1/100th fractional interest in a share of 6.000% Series E Cumulative Redeemable Preferred Stock,United States,,
BFZ,BlackRock California Municipal Income Trust,United States,Finance,Finance Companies
BG,Bunge Limited Bunge Limited,United States,Consumer Staples,Packaged Foods
BGB,Blackstone Strategic Credit 2027 Term Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
BGH,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,United States,Finance,Investment Managers
BGR,BlackRock Energy and Resources Trust,United States,Finance,Trusts Except Educational Religious and Charitable
BGS,B&G Foods Inc. Common Stock,United States,Consumer Staples,Packaged Foods
BGSF,BGSF Inc. Common Stock,United States,Consumer Discretionary,Professional Services
BGT,BlackRock Floating Rate Income Trust,United States,Finance,Trusts Except Educational Religious and Charitable
BGX,Blackstone Long Short Credit Income Fund Common Shares,,Finance,Trusts Except Educational Religious and Charitable
BGY,Blackrock Enhanced International Dividend Trust,United States,Finance,Trusts Except Educational Religious and Charitable
BH,Biglari Holdings Inc. Class B Common Stock,United States,Consumer Discretionary,Restaurants
BHC,Bausch Health Companies Inc. Common Stock,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
BHE,Benchmark Electronics Inc. Common Stock,United States,Technology,Electrical Products
BHG,Bright Health Group Inc. Common Stock,United States,Health Care,Medical Specialities
BHIL,Benson Hill Inc. Common Stock,United States,Consumer Staples,Packaged Foods
BHK,Blackrock Core Bond Trust,United States,Finance,Finance Companies
BHLB,Berkshire Hills Bancorp Inc. Common Stock,United States,Finance,Banks
BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),Australia,Basic Materials,Metal Mining
BHR,Braemar Hotels & Resorts Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
BHR^B,Braemar Hotels & Resorts Inc. 5.50% Series B Cumulative Convertible Preferred Stock par value $0.01 per share,United States,,
BHR^D,Braemar Hotels & Resorts Inc. 8.25% Series D Cumulative Preferred Stock  par value $0.01 per share,United States,,
BHV,BlackRock Virginia Municipal Bond Trust,United States,Finance,Finance/Investors Services
BHVN,Biohaven Ltd. Common Shares ,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BIG,Big Lots Inc. Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
BIGZ,BlackRock Innovation and Growth Term Trust Common Shares of Beneficial Interest,,,
BILL,BILL Holdings Inc. Common Stock,United States,Technology,EDP Services
BIO,Bio-Rad Laboratories Inc. Class A Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
BIO/B,Bio-Rad Laboratories Inc.,United States,,
BIP,Brookfield Infrastructure Partners LP Limited Partnership Units,Bermuda,Consumer Discretionary,Marine Transportation
BIP^A,Brookfield Infrastructure Partners LP 5.125% Class A Preferred Limited Partnership Units Series 13,Bermuda,,
BIP^B,Brookfield Infrastructure Partners LP 5.000% Class A Preferred Limited Partnership Units Series 14,Bermuda,,
BIPC,Brookfield Infrastructure Corporation ,Canada,Consumer Discretionary,Marine Transportation
BIPH,Brookfield Infrastructure Corporation 5.000% Subordinated Notes due 2081,Canada,Utilities,Oil & Gas Production
BIPI,BIP Bermuda Holdings I Limited 5.125% Perpetual Subordinated Notes,Bermuda,,
BIT,BlackRock Multi-Sector Income Trust Common Shares of Beneficial Interest,,Finance,Trusts Except Educational Religious and Charitable
BJ,BJ's Wholesale Club Holdings Inc. Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
BK,The Bank of New York Mellon Corporation Common Stock,United States,Finance,Major Banks
BKD,Brookdale Senior Living Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
BKDT,Brookdale Senior Living Inc. 7.00% Tangible Equity Units,United States,Health Care,Hospital/Nursing Management
BKE,Buckle Inc. (The) Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
BKH,Black Hills Corporation Common Stock,United States,Utilities,Electric Utilities: Central
BKI,Black Knight Inc. Common Stock ,,Technology,Computer Software: Prepackaged Software
BKKT,Bakkt Holdings Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),United States,Finance,Trusts Except Educational Religious and Charitable
BKSY,BlackSky Technology Inc. Class A Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
BKT,BlackRock Income Trust Inc. (The),United States,Finance,Investment Bankers/Brokers/Service
BKU,BankUnited Inc. Common Stock,United States,Finance,Savings Institutions
BLCO,Bausch + Lomb Corporation Common Shares,,Health Care,Ophthalmic Goods
BLD,TopBuild Corp. Common Stock,United States,Consumer Discretionary,Engineering & Construction
BLDR,Builders FirstSource Inc. Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
BLE,BlackRock Municipal Income Trust II,United States,Finance,Finance/Investors Services
BLK,BlackRock Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
BLND,Blend Labs Inc. Class A Common Stock,United States,Technology,EDP Services
BLW,Blackrock Limited Duration Income Trust,United States,Consumer Discretionary,Other Consumer Services
BLX,Banco Latinoamericano de Comercio Exterior S.A.,Panama,Finance,Commercial Banks
BMA,Banco Macro S.A.  ADR (representing Ten Class B Common Shares),Argentina,Finance,Commercial Banks
BMAC,Black Mountain Acquisition Corp. Class A Common Stock,,Finance,Blank Checks
BME,Blackrock Health Sciences Trust,United States,Finance,Trusts Except Educational Religious and Charitable
BMEZ,BlackRock Health Sciences Term Trust Common Shares of Beneficial Interest,,Finance,Trusts Except Educational Religious and Charitable
BMI,Badger Meter Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
BML^G,Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a share of Floating Rate Non-Cumulative Preferred Stock  Series 1),United States,,
BML^H,Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 2),United States,,
BML^J,Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 4),United States,,
BML^L,Bank of America Corporation Depositary Shares (Each representing a 1/1200th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 5),United States,,
BMN,BlackRock 2037 Municipal Target Term Trust Common Shares of Beneficial Interest,,Finance,Trusts Except Educational Religious and Charitable
BMO,Bank Of Montreal Common Stock,Canada,,
BMY,Bristol-Myers Squibb Company Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BN,Brookfield Corporation Class A Limited Voting Shares,Canada,Real Estate,Building operators
BNED,Barnes & Noble Education Inc Common Stock,United States,Consumer Discretionary,Other Specialty Stores
BNH,Brookfield Finance Inc. 4.625% Subordinated Notes due October 16 2080,,Real Estate,Building operators
BNJ,Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes,,Real Estate,Building operators
BNL,Broadstone Net Lease Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
BNRE,Brookfield Reinsurance Ltd. Class A Exchangeable Limited Voting Shares,,Finance,Property-Casualty Insurers
BNS,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,Canada,Finance,Major Banks
BNY,BlackRock New York Municipal Income Trust,United States,Finance,Trusts Except Educational Religious and Charitable
BOAC,Bluescape Opportunities Acquisition Corp. Class A Ordinary Shares,United States,Finance,Blank Checks
BOC,Boston Omaha Corporation Class A Common Stock,United States,Finance,Real Estate
BODY,The Beachbody Company Inc. Class A Common Stock,United States,Industrials,Industrial Machinery/Components
BOE,Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
BOH,Bank of Hawaii Corporation Common Stock,United States,Finance,Major Banks
BOH^A,Bank of Hawaii Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.375% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,
BOOT,Boot Barn Holdings Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
BORR,Borr Drilling Limited Common Shares,,Energy,Oil & Gas Production
BOWL,Bowlero Corp. Class A Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
BOX,Box Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
BP,BP p.l.c. Common Stock,United Kingdom,Energy,Integrated oil Companies
BPT,BP Prudhoe Bay Royalty Trust Common Stock,United States,Energy,Integrated oil Companies
