Symbol,Name,Country,Sector,Industry,float shares
PCM,PCM Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable,
PCN,Pimco Corporate & Income Strategy Fund Common Stock,United States,Finance,Investment Managers,
PCOR,Procore Technologies Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,131577248.0
PCQ,PIMCO California Municipal Income Fund Common Stock,United States,Finance,Investment Managers,
PD,PagerDuty Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment,88231282.0
PDI,PIMCO Dynamic Income Fund Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable,
PDM,Piedmont Office Realty Trust Inc. Class A Common Stock,United States,Real Estate,Building operators,121852161.0
PDS,Precision Drilling Corporation Common Stock,Canada,Energy,Oil & Gas Production,12520345.0
PDT,John Hancock Premium Dividend Fund,United States,Finance,Finance Companies,
PEAK,Healthpeak Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts,545232597.0
PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,United States,Real Estate,Real Estate Investment Trusts,118348493.0
PEG,Public Service Enterprise Group Incorporated Common Stock,United States,Utilities,Power Generation,498202674.0
PEN,Penumbra Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,36931483.0
PEO,Adams Natural Resources Fund Inc. Common Stock,United States,Finance,Finance/Investors Services,23536131.0
PFD,Flaherty & Crumrine Preferred and Income Fund Incorporated,United States,Finance,Investment Managers,
PFE,Pfizer Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,5640652368.0
PFGC,Performance Food Group Company Common Stock,United States,Consumer Discretionary,Food Distributors,153199550.0
PFH,Prudential Financial Inc. 4.125% Junior Subordinated Notes due 2060,United States,Finance,Life Insurance,
PFL,PIMCO Income Strategy Fund Shares of Beneficial Interest,United States,Finance,Finance Companies,
PFLT,PennantPark Floating Rate Capital Ltd. Common Stock,United States,Finance,Finance: Consumer Services,
PFN,PIMCO Income Strategy Fund II,United States,Finance,Finance/Investors Services,
PFO,Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated,United States,Finance,Finance Companies,
PFS,Provident Financial Services Inc Common Stock,United States,Finance,Savings Institutions,69711622.0
PFSI,PennyMac Financial Services Inc. Common Stock,United States,Finance,Finance: Consumer Services,19945476.0
PG,Procter & Gamble Company (The) Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics,2354760296.0
PGP,Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies,
PGR,Progressive Corporation (The) Common Stock,United States,Finance,Property-Casualty Insurers,583226429.0
PGRE,Paramount Group Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts,182461401.0
PGTI,PGT Innovations Inc.,United States,Industrials,Building Products,55248215.0
PH,Parker-Hannifin Corporation Common Stock,United States,Industrials,Metal Fabrications,127719459.0
PHD,Pioneer Floating Rate Fund Inc.,United States,Finance,Investment Managers,
PHG,Koninklijke Philips N.V. NY Registry Shares,Netherlands,Health Care,Medical Electronics,865349143.0
PHI,PLDT Inc. Sponsored ADR,Philippines,Telecommunications,Telecommunications Equipment,89781977.0
PHK,Pimco High Income Fund,United States,Finance,Finance/Investors Services,
PHM,PulteGroup Inc. Common Stock,United States,Consumer Discretionary,Homebuilding,217808394.0
PHR,Phreesia Inc. Common Stock,United States,Consumer Discretionary,Business Services,50947318.0
PHT,Pioneer High Income Fund Inc.,United States,Finance,Investment Managers,
PHX,PHX Minerals Inc. Common Stock,United States,Energy,Oil & Gas Production,22929481.0
PII,Polaris Inc. Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys,53450465.0
PIM,Putnam Master Intermediate Income Trust Common Stock,United States,Finance,Finance Companies,
PINE,Alpine Income Property Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts,12844456.0
PINS,Pinterest Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing,577867106.0
PIPR,Piper Sandler Companies Common Stock,United States,Finance,Investment Bankers/Brokers/Service,14500068.0
PJT,PJT Partners Inc. Class A Common Stock,United States,Finance,Investment Managers,22285498.0
PK,Park Hotels & Resorts Inc. Common Stock ,United States,Real Estate,Real Estate Investment Trusts,212631138.0
PKE,Park Aerospace Corp. Common Stock,United States,Industrials,Military/Government/Technical,17954242.0
PKG,Packaging Corporation of America Common Stock,United States,Consumer Discretionary,Containers/Packaging,87628736.0
PKX,POSCO Holdings Inc. American Depositary Shares (Each representing 1/4th of a share of Common Stock),South Korea,Industrials,Steel/Iron Ore,1124160143.0
PL,Planet Labs PBC Class A Common Stock,United States,Industrials,Aerospace,194729334.0
PLD,Prologis Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts,921838742.0
PLNT,Planet Fitness Inc. Common Stock,United States,Consumer Discretionary,Hotels/Resorts,77352150.0
PLOW,Douglas Dynamics Inc. Common Stock,United States,Industrials,Construction/Ag Equipment/Trucks,22377188.0
PLTR,Palantir Technologies Inc. Class A Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment,1835464011.0
PLYM,Plymouth Industrial REIT Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts,43610336.0
PM,Philip Morris International Inc Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products ,1549069745.0
PMF,PIMCO Municipal Income Fund Common Stock,United States,Finance,Finance/Investors Services,
PML,Pimco Municipal Income Fund II Common Shares of Beneficial Interest,United States,Finance,Investment Managers,
PMM,Putnam Managed Municipal Income Trust Common Stock,United States,Finance,Investment Managers,
PMO,Putnam Municipal Opportunities Trust Common Stock,United States,Finance,Finance Companies,
PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest,United States,Real Estate,Real Estate Investment Trusts,70512786.0
PMX,PIMCO Municipal Income Fund III Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable,
PNC,PNC Financial Services Group Inc. (The) Common Stock,United States,Finance,Major Banks,395263702.0
PNF,PIMCO New York Municipal Income Fund Common Stock,United States,Finance,Finance Companies,
PNI,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable,
PNM,PNM Resources Inc. (Holding Co.) Common Stock,United States,Utilities,Electric Utilities: Central,84810864.0
PNNT,PennantPark Investment Corporation Common Stock,United States,Finance,Finance: Consumer Services,
PNR,Pentair plc. Ordinary Share,Switzerland,Industrials,Industrial Machinery/Components,164426453.0
PNW,Pinnacle West Capital Corporation Common Stock,United States,Utilities,Electric Utilities: Central,112939406.0
POR,Portland General Electric Co Common Stock,United States,Utilities,Electric Utilities: Central,100464695.0
POST,Post Holdings Inc. Common Stock,United States,Consumer Staples,Packaged Foods,44922801.0
PPG,PPG Industries Inc. Common Stock,United States,Consumer Discretionary,Paints/Coatings,234971321.0
PPL,PPL Corporation Common Stock,United States,Utilities,Electric Utilities: Central,736314597.0
PPT,Putnam Premier Income Trust Common Stock,United States,Finance,Finance Companies,
PR,Permian Resources Corporation Class A Common Stock,United States,Energy,Oil & Gas Production,253726898.0
PRA,ProAssurance Corporation Common Stock,United States,Finance,Property-Casualty Insurers,51542077.0
PRG,PROG Holdings Inc. Common Stock,United States,Consumer Discretionary,Diversified Commercial Services,45056674.0
PRGO,Perrigo Company plc Ordinary Shares,United States,Health Care,Biotechnology: Pharmaceutical Preparations,134662903.0
PRH,Prudential Financial Inc. 5.950% Junior Subordinated Notes due 2062,United States,Finance,Life Insurance,
PRI,Primerica Inc. Common Stock,United States,Finance,Life Insurance,33390844.0
PRIM,Primoris Services Corporation Common Stock,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction,52603067.0
PRLB,Proto Labs Inc. Common stock,United States,Industrials,Office Equipment/Supplies/Services,25980092.0
PRM,Perimeter Solutions SA Ordinary Shares,Luxembourg,Consumer Discretionary,Newspapers/Magazines,103051489.0
PRMW,Primo Water Corporation Common Stock,Canada,Consumer Staples,Farming/Seeds/Milling,154319406.0
PRO,PROS Holdings Inc. Common Stock,United States,Technology,EDP Services,38264128.0
PRS,Prudential Financial Inc. 5.625% Junior Subordinated Notes due 2058,United States,Finance,Life Insurance,
PRT,PermRock Royalty Trust Trust Units,United States,Energy,Oil & Gas Production,
PRU,Prudential Financial Inc. Common Stock,United States,Finance,Life Insurance,362190510.0
PSA,Public Storage Common Stock,United States,Real Estate,Real Estate Investment Trusts,157889586.0
PSN,Parsons Corporation Common Stock,United States,Technology,EDP Services,41007019.0
PSO,Pearson Plc Common Stock,United Kingdom,Consumer Discretionary,Books,619366440.0
PSTG,Pure Storage Inc. Class A Common Stock,United States,Technology,Electronic Components,288967094.0
PSTL,Postal Realty Trust Inc. Class A Common Stock,United States,Real Estate,Real Estate Investment Trusts,19327694.0
PSX,Phillips 66 Common Stock,United States,Energy,Integrated oil Companies,444063386.0
PTY,Pimco Corporate & Income Opportunity Fund,United States,Finance,Investment Managers,
PUK,Prudential Public Limited Company Common Stock,United Kingdom,Finance,Life Insurance,5335971498.0
PUMP,ProPetro Holding Corp. Common Stock,United States,Energy,Oilfield Services/Equipment,85201575.0
PVH,PVH Corp. Common Stock,United States,Consumer Discretionary,Apparel,62417752.0
PVL,Permianville Royalty Trust Trust Units ,United States,Energy,Oil & Gas Production,23743830.0
PWR,Quanta Services Inc. Common Stock,United States,Industrials,Engineering & Construction,143336072.0
PWSC,PowerSchool Holdings Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software,18131245.0
PX,P10 Inc. Class A Common Stock,United States,Finance,Investment Managers,43194635.0
PXD,Pioneer Natural Resources Company Common Stock,United States,Energy,Oil & Gas Production,231455542.0
PYN,PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest,United States,Finance,Investment Managers,
PYT,PPlus Tr GSC-2 Tr Ctf Fltg Rate,United States,Finance,Finance: Consumer Services,
PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest,United States,Finance,Investment Managers,
QD,Qudian Inc. American Depositary Shares each representing one Class A Ordinary Share,China,Finance,Finance: Consumer Services,158405981.0
QGEN,Qiagen N.V. Common Shares ,Netherlands,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),226443253.0
QS,QuantumScape Corporation Class A Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.,313571606.0
QSR,Restaurant Brands International Inc. Common Shares,Canada,Consumer Discretionary,Restaurants,283572091.0
QTWO,Q2 Holdings Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,57016345.0
QUAD,Quad Graphics Inc Class A Common Stock,United States,Consumer Discretionary,Publishing,29563316.0
QUOT,Quotient Technology Inc. Common Stock,United States,Consumer Discretionary,Advertising,81762786.0
QVCC,QVC Inc. 6.250% Senior Secured Notes due 2068,United States,Consumer Discretionary,Catalog/Specialty Distribution,
QVCD,QVC Inc. 6.375% Senior Secured Notes due 2067,United States,Consumer Discretionary,Catalog/Specialty Distribution,
R,Ryder System Inc. Common Stock,United States,Consumer Discretionary,Rental/Leasing Companies,39445730.0
RACE,Ferrari N.V. Common Shares,Italy,Consumer Discretionary,Auto Manufacturing,115541437.0
RAD,Rite Aid Corporation Common Stock,United States,Consumer Staples,Retail-Drug Stores and Proprietary Stores,54066049.0
RAMP,LiveRamp Holdings Inc. Common Stock,United States,Technology,EDP Services,64403400.0
RBC,RBC Bearings Incorporated Common Stock,United States,Industrials,Metal Fabrications,26110939.0
RBCP,RBC Bearings Incorporated 5.00% Series A Mandatory Convertible Preferred Stock,United States,Industrials,Metal Fabrications,26110939.0
RBLX,Roblox Corporation Class A Common Stock,United States,Technology,EDP Services,475770314.0
RBOT,Vicarious Surgical Inc. Class A Common Stock,Hong Kong,Health Care,Medical Specialities,59614094.0
RC,Ready Capital Corproation Common Stock,United States,Real Estate,Real Estate Investment Trusts,158982783.0
RCB,Ready Capital Corporation 6.20% Senior Notes due 2026,United States,Real Estate,Real Estate Investment Trusts,
RCC,Ready Capital Corporation 5.75% Senior Notes due 2026,United States,Real Estate,Real Estate Investment Trusts,
RCI,Rogers Communication Inc. Common Stock,Canada,Telecommunications,Cable & Other Pay Television Services,372438709.0
RCL,Royal Caribbean Cruises Ltd. Common Stock,United States,Consumer Discretionary,Marine Transportation,228363179.0
RCS,PIMCO Strategic Income Fund Inc.,United States,Finance,Investment Managers,
RCUS,Arcus Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,49772918.0
RDN,Radian Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers,156092466.0
RDW,Redwire Corporation Common Stock,United States,Industrials,Military/Government/Technical,22002793.0
RDY,Dr. Reddy's Laboratories Ltd Common Stock,India,Health Care,Biotechnology: Pharmaceutical Preparations,714682824.0
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),United Kingdom,Consumer Discretionary,Business Services,7492283652.0
RES,RPC Inc. Common Stock,United States,Energy,Oilfield Services/Equipment,80368947.0
